# From MPO309141
92 Undina,e,9.9309,101.5916,239.7557,3.186409,0.1732814,0.10381965,261.9503,12/09.0/2014,2000,H 6.61,0.15
# From MPO319081
100 Hekate,e,6.4300,127.2033,184.8489,3.089147,0.1815290,0.16824843,315.6612,12/09.0/2014,2000,H 7.67,0.15
# From MPO313416
106 Dione,e,4.5967,62.1703,329.7370,3.176170,0.1741199,0.16700005,307.0000,12/09.0/2014,2000,H 7.41,0.15
# From MPO302058
129 Antigone,e,12.2633,135.7058,111.0393,2.869307,0.2027862,0.21110171,335.7690,12/09.0/2014,2000,H 7.07,0.33
# From MPO298954
135 Hertha,e,2.3059,343.6588,340.3421,2.427564,0.2605841,0.20771211,281.0029,12/09.0/2014,2000,H 8.23,0.15
# From MPO302058
192 Nausikaa,e,6.8137,343.2501,30.0582,2.402922,0.2646029,0.24607068,295.5706,12/09.0/2014,2000,H 7.13,0.03
# From MPO319082
201 Penelope,e,5.7579,157.0286,180.9720,2.677767,0.2249287,0.18119973,304.2681,12/09.0/2014,2000,H 8.43,0.24
# From MPO319083
230 Athamantis,e,9.4428,239.9120,138.9715,2.382438,0.2680227,0.06156993,315.4764,12/09.0/2014,2000,H 7.35,0.27
# From MPO309144
306 Unitas,e,7.2780,141.9145,168.1083,2.357624,0.2722653,0.15121892,285.5536,12/09.0/2014,2000,H 8.96,0.15
# From MPO319084
337 Devosa,e,7.8527,355.4880,98.8566,2.383561,0.2678334,0.13717261,8.7237,12/09.0/2014,2000,H 8.74,0.19
# From MPO319084
346 Hermentaria,e,8.7578,92.1089,291.2248,2.796848,0.2107175,0.09938272,63.1354,12/09.0/2014,2000,H 7.13,0.15
# From MPO319084
349 Dembowska,e,8.2472,32.3597,346.5002,2.922532,0.1972719,0.09157955,188.2747,12/09.0/2014,2000,H 5.93,0.37
# From MPO319084
354 Eleonora,e,18.4023,140.3720,5.6879,2.799407,0.2104287,0.11538335,357.2410,12/09.0/2014,2000,H 6.44,0.37
# From MPO298956
356 Liguria,e,8.2237,354.7985,78.5135,2.758900,0.2150801,0.23747367,259.9490,12/09.0/2014,2000,H 8.22,0.15
# From MPO319085
386 Siegena,e,20.2555,166.8860,219.4930,2.896813,0.1999048,0.17102077,306.7572,12/09.0/2014,2000,H 7.43,0.16
# From MPO319085
405 Thia,e,11.9393,255.2583,308.7430,2.585503,0.2370754,0.24235625,345.3906,12/09.0/2014,2000,H 8.46,0.15
# From MPO309145
471 Papagena,e,14.9763,84.0082,314.1271,2.888890,0.2007278,0.23187677,286.2251,12/09.0/2014,2000,H 6.73,0.37
# From MPO319087
511 Davida,e,15.9419,107.6293,337.9359,3.165527,0.1749988,0.18837573,53.1598,12/09.0/2014,2000,H 6.22,0.16
# From MPO319087
532 Herculina,e,16.3160,107.5583,75.9678,2.772447,0.2135055,0.17575677,3.0783,12/09.0/2014,2000,H 5.81,0.26
# From MPO298959
678 Fredegundis,e,6.0833,281.4258,120.1976,2.573895,0.2386810,0.21839874,290.5758,12/09.0/2014,2000,H 9.02,0.15
# From MPO313422
747 Winchester,e,18.1669,130.0826,275.4537,3.001186,0.1895678,0.34037062,305.3301,12/09.0/2014,2000,H 7.69,0.15
# From MPO305433
914 Palisana,e,25.2062,255.8061,49.1796,2.457436,0.2558473,0.21457331,277.6713,12/09.0/2014,2000,H 8.76,0.15
